"NPI","Provider Other Organization Name","Provider Other Organization Name Type Code"
"1568901718","Be Well Health Center- Chesapeake","3"
"1578454740","AstraZeneca Gaithersburg","3"
"1629842372","WAIANAE ELEMENTARY SCHOOL","3"
"1629842372","Waianae Elementary School School-Based Health Center","3"
"1629923529","COMMUNITY HEALTH COUNSELING","3"
"1649020496","Brightful Therapy","3"
"1659016715","MercyOne North Iowa Perioperative Care","3"
"1659226553","Stillwater Community Charitable Pharmacy","3"
"1659511186","BCBSNC Employee Health Center RDC","3"
"1710709365","WAIANAE ELEMENTARY SCHOOL","3"
"1710709365","Waianae Elementary School School-Based Health Care","3"
"1710709365","Waianae Elementary School School-Based Health Center","3"
"1730034638","Making Awesome Smiles of Boca Raton","3"
"1750323440","NADA, ONO, KA'ANEHE & SOLOMON, LLP","4"
"1861229650","MAHEC Health Center at Cullowhee","3"
"1902424914","Summit Sine & Joint Centers","3"
"1902751811","Arlington ER","3"
"1023096922","Fairview Hand Centers","3"
"1023096922","M Health Fairview Hand Therapy","3"
"1033586136","Memorial Hermann Surgery Center Park Ten","3"
"1053478024","Okeene Hospital Medical Clinic","3"
"1053727065","Mountain Laurel Medical Center","3"
"1063470763","Belton Regional Medical Center","3"
"1073092169","Canoochee EMC Health & Wellness Center","3"
"1104818863","Plain Township Fire Department","3"
"1114872033","Vascular- Urology LehighAcres","3"
"1124312624","Physical Therapy Services of Lubbock","3"
"1134160989","Tobacco Root Mountains Care Center","3"
"1174214696","Premier Medical Associates","5"
"1174477913","Eliza's Village","5"
"1215730189","BridgingLife at St Paul RD Hampstead","5"
"1235102344","Valley Endoscopy Center","3"
"1235608373","AngeL's Adult Daycare Center LLC","3"
"1285114793","Premise Health - Weldon Williams and Lick","3"
"1295680114","Lee Pain Management Cape","3"
"1295834984","WellSpan Family Medicine","3"
"1306649173","BridgingLife at Obrecht RD","5"
"1306857347","MercyOne North Iowa Obstetrics & Gynecology","3"
"1336142033","Okeene Municipal Hospital","3"
"1346034170","BridgingLife at Liberty Heights","5"
"1386319358","City of Marietta","3"
"1386447159","BridgingLife at Collison DR","5"
"1386954956","Clinic Dermatology","3"
"1396832804","Okeene Municipal Hospital","3"
"1417750399","BridgingLife at High Acre","5"
"1447105366","Kula no na Po'e Hawaii o Papakolea, Kewalo, Kalawahine","4"
"1447118245","BridgingLife at 1920 Rosemont Ave Frederick","5"
"1447808654","City County","3"
"1467815993","Children's Employee Health Hughes Spalding","3"
"1487190658","Havasu Regional Medical Center Home Health","3"
"1497558258","BridgingLife at Evergreen Dr","5"
"1497614630","Marlborough Hills Rehabilitation & Health Care Center","3"
"1508642471","Breeze Hospice","3"
"1518515733","Safety Building","3"
"1568329274","Franciscan Specialty Pharmacy","3"
"1568595098","The Health Connection","3"
"1588458152","BridgingLife at Old Westminster Pike","5"
"1609721364","WCHC-Garden City Health Center","3"
"1609767383","Premise Health Wellness Center - Santa Rosa","3"
"1619440567","EYEcenter Optometric","3"
"1639184278","Mason City Pharmacy","3"
"1649073495","BridgingLife at Baker RD","5"
"1669658068","Behavioral Health Services by Gladney","3"
"1669658068","Gladney Counseling Services","3"
"1699578583","BridgingLife at Buckhorn RD","5"
"1710771399","BridgingLife at 297 Stoner Ave","5"
"1730197492","MercyOne North Iowa Behavioral Services Center","3"
"1730846627","Blaizin Transportation LLC","3"
"1740074319","BridgingLife at 1305 Uniontown RD","5"
"1740951094","Toledo Health Center Operated by Premise Health","3"
"1750184628","BridgingLife at Main St Manchester","5"
"1760337687","CalmSity","5"
"1770436743","Franciscan Specialty Pharmacy","3"
"1801316179","Holly A. Dickson, MD","3"
"1801316179","Womens Wellness PLLC","3"
"1801699798","BridgingLife at Second Ave Sykesville","5"
"1811790710","BridgingLife at Wilhelm LN","5"
"1821943739","THRIVE WOUND SOLUTIONS","3"
"1831044759","Children's Nebraska","3"
"1851194765","BridgingLife at Bert Koontz RD","5"
"1871691485","Vision Source Studio 20/20","3"
"1881298578","Amazon Pharmacy #005","3"
"1881548626","Mickey Zane Place","5"
"1942211982","MercyOne North Iowa Family Medicine Residency","3"
"1942974092","City of Oviedo","3"
"1972351716","Hollywood Detox","3"
"1982009932","Camden Eye Care Center","3"
"1982009932","Eye Concepts","3"
"1982009932","Northeast Eye Care Center","3"
"1992650816","Vascular Surgery Creekside","3"
"1003635418","Northern Path Recovery Center","3"
"1104329689","THE PINK PENNY PRIVATE HOMECARE, LLC","3"
"1104329689","The Pink Penny Private Homecare, LLC","4"
"1134913700","BridgingLife at Bird View RD","5"
"1144105768","Crown Coast Pharmacy","3"
"1154315307","Baylor Scott & White Medical Center - Brenham","3"
"1285463844","ComForCare Homecare - Northwest Cook County","3"
"1295624385","Addus HomeCare","3"
"1336094234","Theodora Soublis, PHD","4"
"1336942101","BridgingLife at Antrim BLVD","5"
"1376337956","BridgingLife at W Belvedere Ave","5"
"1427847821","BridgingLife at 5401 Old Court Palliative Care","5"
"1578357158","BridgingLife at 4204 Old Milford Mill RD","5"
"1578418406","theRUBY Postnatal","3"
"1619761285","BridgingLife at Campfield RD","5"
"1629862297","BridgingLife at West RD","5"
"1679684682","Share Medical Center","3"
"1730387010","General Surgey Solutions","3"
"1730387010","Las Vegas Bariatrics","3"
"1730824814","Summit Spine & Joint Centers","3"
"1750055828","City of South Charleston","3"
"1790370732","Cheiron Chiropractic","3"
"1831045764","NovoKind Wellness","3"
"1841084639","BridgingLife at 2434 W Belvedere Ave","5"
"1841084662","BridgingLife at Atruim CT","5"
"1871072983","City of Statesboro/Briggs & Stratton Employee Health & Wellness Center","3"
"1871448704","Signature Healthcare Pharmacy","3"
"1932993508","BridgingLife at Reisterstown RD","5"
"1942274493","Sierra Vista Dialysis","3"
"1972306850","BridgingLife at Albert Rill RD","5"
"1053484998","Lassen Indian Health Center Pharmacy","3"
"1053484998","Lassen Indian Health Center Pharmacy","5"
"1063923753","Rolla Home Training","3"
"1154618742","Valley Baptist Medical Center","3"
"1295681153","ZapZzz","3"
"1508324013","Center for Digestive Disease","3"
"1508739020","Connected Brain Counseling","3"
"1508739020","Men's Mental Wellness Center","3"
"1518813450","Heartfelt Harmonies","3"
"1548609498","Vitruvian Health","3"
"1558060327","Mize Convenient Care, PLC","3"
"1558579862","ARIEL HOME HEALTHCARE","3"
"1639931157","AH PHARMACY","3"
"1740931468","Tytan Health","3"
"1750499570","Total Respiratory","3"
"1851423560","Bakersfield Recovery Services, Administration","3"
"1043177280","NBHPT","3"
"1043177280","New Braunfels Hand Associates","3"
"1043728439","Blue Ridge Well Being","3"
"1043728439","Hallmark Rehab & Alignment","3"
"1073469946","Valley Health Center at San Jose Main Pharmacy","3"
"1184308116","Orange County Endodontics","3"
"1285261891","Sterling Residences","3"
"1346806072","Park Place Residences","3"
"1407596240","Inner Beacon Therapy","3"
"1598476798","Grace Care","3"
"1659500726","Desert Eyeworks Optometry","3"
"1740092170","Sandia Senior Suites","3"
"1740092170","Sandia Senior Management, LLC","4"
"1790631679","Breastfeeding Advocates of Ottawa County","4"
"1912216219","LHC Aquisitions, LLC","3"
"1922954809","Total Sports Therapy","3"
"1932808276","Pine Grove Acupuncture","3"
"1952962607","Prestige Recovery Retreat","3"
"1962393124","Hope & Healing Outpatient","3"
"1043004971","BridgingLife at W Belvedere Ave","5"
"1073104535","BridgingLife, Inc Palliative Care Group","5"
"1073104535","Carroll Hospice, Inc.","5"
"1083075345","Parkwood Pharmacy #1000","3"
"1093509812","BridgingLife at 5412 Old Court RD","5"
"1093509929","BridgingLife at 1234 Washington RD","5"
"1124820121","BridgingLife at N Charles ST","5"
"1134913049","BridgingLife at 3816 Ridge RD","5"
"1235923152","BridgingLife at Uniontown RD","5"
"1326479585","Memorial Division of Cardiac Services","3"
"1346034238","BridgingLife at Old Milford Mill","5"
"1366236275","BridgingLife at Midway Ave","5"
"1437943347","BridgingLife at Old National Pike","5"
"1558155424","BridgingLife @ 5743 Edmondson Ave","5"
"1558155424","BridgingLife at 5743 Edmondson Ave","5"
"1578419461","Synergy HomeCare of CA60","3"
"1619779634","BridgingLife at Sykesville RD","5"
"1629705728","Maddie Sivo Counseling LLC","3"
"1649072695","BridgingLife at 1010 E 33rd St Baltimore","5"
"1689468498","BridgingLife at Roundwood RD","5"
"1699569574","BridgingLife at St Luke Circle","5"
"1750756466","Memorial Division of General Endocrinology","3"
"1790631695","JHCP - 7929 Westpark Dr - Provider Type: 20 - Physician","3"
"1801305578","Mental Health Solutions","3"
"1801305578","Mental Health Solutions, LLC","3"
"1801505854","BridgingLife Mental Health","5"
"1801680616","BridgingLife at N Rolling RD","5"
"1801698865","BridgingLife at Stevenson LN","5"
"1811413768","Super Kids Development Center","3"
"1811781735","BridgingLife at Terrapin DR","5"
"1821066820","Lynn County Hospital District","5"
"1831983428","BridgingLife at Nelson RD","5"
"1831983717","BridgingLife at 45 Washington RD","5"
"1851240758","STELLAR HEALTH RX PHARMACY","3"
"1962991562","Memorial Division of Advanced Heart Failure","3"
"1003447384","Hanger Clinic","3"
"1013452408","TMJ Sleep Therapy Centre of Kansas","5"
"1013734888","Guilford Clinic","3"
"1043321102","MercyOne North Iowa Wound Care","3"
"1043775232","Ancuram Family Medicine","3"
"1053172619","Tanglewood Drugstore","3"
"1124060843","Laboratorio Clinico Villa Ana","3"
"1124692165","MYNDPATH PSYCHIATRY AND MEDICAL ASSOCIATES LLC","3"
"1144176058","Blue Valley Pediatric Dentistry","3"
"1164479192","MHMR Services for the Concho Valley","3"
"1164721577","Maxor Pharmacies","3"
"1164721577","VytlOne Pharmacy","3"
"1194962829","Recovery 4 Life","3"
"1194962829","Trivium Life Services","3"
"1194962829","JX2","4"
"1295612364","OIC Inspired Pharmacy","3"
"1356336903","Prestera Health Services","5"
"1376240028","On-Site Wounds","3"
"1396750998","TANGLEWOOD DRUG STORE","3"
"1447120662","Happy Days Pediatrics","3"
"1467959783","FuzeRx Miami","3"
"1467959783","NMB PHARMACY INC","3"
"1497718340","Island Dialysis","3"
"1538013271","Exigency Community Care Services","3"
"1538671847","Summit Spine & Joint Centers","3"
"1538748470","Myndpath Psychiatry and Medical Associates LLC","3"
"1568471597","MercyOne North Iowa Emergency Care","3"
"1588258107","Neuroscience Institute","3"
"1588258107","Neuroscience Research Institute of Florida, LLC","4"
"1598872210","Maxor Specialty Pharmacy","3"
"1598872210","VytlOne Specialty Pharmacy","3"
"1639021132","JHU - 10751 FALLS RD STE 303 - PROVIDER TYPE: 27 - MENTAL HEALTH","3"
"1649126558","Traumatrack LLC","4"
"1750909339","SaeRem Healthcare LLC","4"
"1801937495","MHMR Services for the Concho Valley","3"
"1821016536","Faith Lutheran Home","3"
"1821016536","Poplar Community Hospital","3"
"1821016536","Trinity Hospital","3"
"1942195615","Helios Home Care","3"
"1942195615","Helios Home Health","3"
"1972285161","Summit Spine & Joint Centers","3"
"1972610376","MercyOne North Iowa Cancer Center","3"
"1992502421","On-Site Wounds","3"
"1003082736","MercyOne North Iowa Kidney Care","3"
"1073154266","Seasons Medical By Madison Memorial","3"
"1134747033","Holland Center for Rehabilitation and Nursing","3"
"1174479091","Next Season Wellbeing","3"
"1194526780","Musally Healthcare, LLC","3"
"1205694908","Buy Rite Drugs #6 LTC","3"
"1275198913","Renew Family Dermatology","3"
"1306792122","Ardenwoods Retirement Community","5"
"1316482284","US Neurological, PLLC","4"
"1326047234","Buy Rite Drugs","3"
"1336398825","Mercy Bariatrics Center","3"
"1336398825","MercyOne Weight Loss Center","3"
"1386845303","The Hamilton Baptist Home","3"
"1396340436","Crafted Home Care","3"
"1427935006","Gulf Gate Hearing Aid Center","3"
"1467337964","Smart Dental","3"
"1588510408","GetWell Rx of Edmond LTC","3"
"1609806371","MercyOne North Iowa Specialty Care","3"
"1700874880","Western North Carolina Baptist Home","5"
"1730602756","Madison Memorial Orthopedics","3"
"1730800897","Madison Foot and Ankle","3"
"1770389306","Banyan Tampa","3"
"1841146669","CareDiem Home Care of Gurnee","3"
"1881797124","MercyOne Physical Medicine and Rehabilitation","3"
"1922274653","MercyOne Diabetes Care","3"
"1942247044","Centerpoint Medical Center","3"
"1962674598","MERCY DERMATOLOGY CENTER","3"
"1962674598","MercyOne North Iowa Dermatology Care","3"
"1093720708","MercyOne Clear Lake Pediatric & Adolescent Clinic","3"
"1104830850","AMR","3"
"1104830850","American Medical Response","3"
"1104830850","EagleMed","3"
"1124296843","HOPE Community Medicine","3"
"1124296843","Hope Project","3"
"1144686346","TLC The Littleton Clinic","3"
"1184992380","MercyOne Obstetrics & Gynecology Clinic, ARNP","3"
"1356461032","HOPE Community Medicine","3"
"1356461032","The HOPE Project","3"
"1366460297","Health Care Institute of North Florida","3"
"1427333194","MercyOne Weight Loss Center ARNP","3"
"1427333194","Mercy Bariatric Center - ARNP","5"
"1427404912","Nemours Children's Health Urgent Care, Glen Mills","5"
"1427404912","Nemours DuPont Pediatrics Urgent Care, Glen Mills","5"
"1447923420","City of Westminster","3"
"1477910149","Brevard Regional Hyperbaric Center","3"
"1497763841","MercyOne Greene Family Medicine","3"
"1528581725","HealthFirst Clinic, Operated by Premise Health","3"
"1558478420","MERCY FAMILY CLINIC-LAKE MILLS","3"
"1558478420","MercyOne Lake Mills Family Medicine","3"
"1558872176","Bristol Virginia Fire Department","3"
"1588093652","Potomac Professionals","5"
"1609730282","Heart Vascular and Sports Cardiology Clinic of Houston","3"
"1750100889","Comcast - Universal Studios South","3"
"1790895654","MercyOne Clear Lake Family Medicine","3"
"1811003015","MERCY FAMILY CLINIC-FOREST CITY","3"
"1811003015","MercyOne Forest City Family Medicine","3"
"1821983867","Bonham Family Drug","3"
"1861381410","Bells Family Drug LTC","3"
"1912853748","SIHF Healthcare - Smithton","3"
"1922114792","MercyOne Forest Park Family Medicine","3"
"1922118918","MercyOne Regency Family Medicine","3"
"1932217825","MERCY FAMILY CLINIC-NORTHWOOD","3"
"1932217825","MercyOne Northwood Family Medicine","3"
"1003804188","The Gardens of Taylor Glen","5"
"1013089895","Division of Public Health","5"
"1023964871","Best Rx & DME - 4","3"
"1053929208","Edgefield Medical Center","3"
"1083560833","Premier Urgent Care","3"
"1164962197","Discovery Wellness Center Miami","3"
"1184573412","RESTORATION MIND AND MEDICAL","3"
"1215148598","The Taylor House","3"
"1225100092","Bureau of Oral Health and Dental Services","3"
"1225100092","Special Dental","5"
"1245186089","Interim Healthcare Of North San Antonio TX","3"
"1245906528","Dougherty Co - Albany","3"
"1265216550","Global MH Services","3"
"1265216550","NUBIA LLUBERES PLLC","4"
"1295344372","Yellow Chair Collective","3"
"1295723377","Brookridge Retirement Community","5"
"1295973006","Galena Surgical Center","3"
"1295973006","Summit Surgery Center at St. Marys Galena","3"
"1316427602","Cummins Health Center - Memphis","3"
"1316893167","The Self Centre","3"
"1376658658","Morris Hospital & Healthcare Centers","3"
"1376862151","Trinity Health Medical Group","3"
"1386246221","Laguna Community Health Center Pharmacy","3"
"1407725336","NORTHFIELD HOSPITAL & Clinics -Jefferson Road Clinic","3"
"1417227083","Discovery Wellness Center Sterling","3"
"1518031665","Hanger Clinic","3"
"1538763743","GOODDAY DENTAL CARE","3"
"1609881457","MERCY FAMILY CLINIC-ROCKFORD","3"
"1609881457","MercyOne Rockford Family Medicine","3"
"1649750985","Premise Health - Fort Smith Central","3"
"1659227569","Better Life Care","3"
"1679329502","Restorative Resilience Counseling","3"
"1679329502","Restorative Resilience Counseling PLLC","4"
"1689288938","FlexCare Infusion Centers","3"
"1700215977","County of Wayne","5"
"1720017882","American Medical Group","3"
"1720017882","Bay, Foot, and Ankle Center","3"
"1730193020","MercyOne North Iowa Palliative Care","3"
"1740917111","Axis Spine Center","3"
"1770439531","The Crown Restoration Center","3"
"1770893992","Well at Dell Health Center Austin","3"
"1770936650","Progressive Pharmacy Care","3"
"1801226220","Family Wellness Center","3"
"1811091986","NovaCare Rehabilitation","3"
"1831045681","Shenango Valley Outpatient Services","5"
"1831417674","CADEP","4"
"1851288054","TMJ Physical Therapy","3"
"1871397505","Ebony Moss","3"
"1912916941","MercyOne North Iowa Pediatric Hospitalists","3"
"1912916941","NORTH IOWA MERCY CLINIC-PEDIATRIC HOSPITALIST","3"
"1972513026","MercyOne Sheffield Family Medicine","3"
"1023056744","Mercy General Physician Network","4"
"1033118716","PLAINS MEMORIAL HOSPITAL","3"
"1063145019","Carino Home Visiting Program","5"
"1063391639","PCHS Medical Respite & Housing Center","5"
"1093847881","Farmacia Rey # 25","3"
"1114873973","Anchor Bay East Providence","3"
"1124042700","Trinity Health Medical Group","3"
"1124042700","Mercy Heart Center","4"
"1144766635","Healthy Minors","3"
"1174545115","Norristown Regional Health Center","3"
"1184715328","RBHA","5"
"1194767186","Hackley Behavioral Health Services","3"
"1194767186","Trinity Health Behavioral Health Muskegon","3"
"1215031380","CUYAHOGA COUNTY DIVISION OF SENIOR & ADULT SERVICES","3"
"1215031380","Home Care Skilled Services","3"
"1215255799","Trinity Health Medical Group Obstetrics & Gynecology - Hackley","3"
"1285580043","The Villages of Windcrest","3"
"1306792171","Amada Senior Care Fremont CA","3"
"1336573393","Trinity Health Medical Group","3"
"1366730228","FARMACIA REY #10","3"
"1396429684","CARNEGIE HILL INSTITUTE","4"
"1407894314","Life Care Center of Las Vegas","3"
"1467476143","Trinity Health Medical Group Obstetrics and Gynecology Hackley","3"
"1467476143","Mercy General Women's Health Services","4"
"1548570062","Trinity Health Medical Group Obstetrics & Gynecology - Lake Village","3"
"1588780464","Infudyne","3"
"1588780464","OR Dynamics","3"
"1588780464","LUCENT Surgical Support Systems, Inc.","4"
"1598776296","BALANCE POINT PHYSICAL THERAPY","3"
"1629010384","Trinity Health Medical Group","3"
"1629010384","Mercy General Specialty Services","4"
"1629742465","Illinois COVID 19","3"
"1629742465","Move To Help Foundation","3"
"1659012839","The Center For Child and Family Psychiatry, PC","4"
"1699055962","BetterNight","3"
"1699055962","Sleep Data","3"
"1720182439","MercyOne North Iowa Women's Health Care and Internal Medicine","3"
"1720612112","Thrive Wellness Clinic","3"
"1750308300","Parmar Dental Designs","3"
"1750308300","Sleep Better Maryland","3"
"1770007056","Love To Hear Again Audiology","3"
"1770452955","Avail Services","3"
"1891311171","Finding Home Medical Services","3"
"1891311171","SWPCA Medical Practice","3"
"1922248772","Trinity Health Medical Group","3"
"1932902723","MAINEHEALTH NEW HAMPSHIRE IFT","3"
"1952340911","Trinity Health Medical Group","3"
"1972323590","Midwest Podiatry & Associates LLC","3"
"1982708566","MercyOne Mason City Pediatric & Adolescent Clinic","3"
"1033970223","Walkabout Orthotic & Prosthetics","3"
"1063370138","DH Therapy Services","3"
"1063766673","Huggins Hospital Physician Services","3"
"1124342282","Boston Emergency Medical Services","3"
"1164275962","HLTHI","3"
"1164474334","Bay State Physical Therapy","3"
"1164474334","Bay State Physical Therapy of Randolph PC","4"
"1205231941","Behavioral Health Services","3"
"1295761625","Alyeska Physical Therapy, Inc.","4"
"1306871215","AMR","3"
"1306871215","American Medical Response","3"
"1306871215","EagleMed","3"
"1326711722","Maria de los Santos Express Care","3"
"1356329163","ACT Corporation","4"
"1376498709","Family Dental Health of Garners Ferry","3"
"1407702293","Luci Clark","3"
"1518379395","DoD ANDREWS ePhcy","3"
"1578419354","JHU - 550 N BROADWAY STE 308 - PROVIDER TYPE: 27 - MENTAL HEALTH","3"
"1578552402","PEACE HARBOR MEDICAL CENTER","3"
"1629758446","TINHIH","5"
"1669326294","Dixon's Transportation LC","3"
"1699543579","Stanislaus County MCRT","3"
"1699745893","Oklahoma Spine Hospital","3"
"1699745893","SSM Health Oklahoma Spine Hospital","3"
"1730908740","MUKISS","3"
"1740968445","Backsmith Montana Chiropractic","3"
"1760338545","Amazon Pharmacy #049","3"
"1811202153","Fairmount Primary Care Health Center at Horizon House","3"
"1831796390","Aljan Company","3"
"1851247647","CareStar LLC","5"
"1861905721","Prompt Care Sherman","5"
"1861905721","Springfield Clinic Sherman","5"
"1861905721","Springfield Clinic Urgent Care - Sherman","5"
"1871940841","Norton Home Health","3"
"1871940841","Patient Care","3"
"1881363760","Treasure Valley Optometry","3"
"1952257735","JHU - 10753 FALLS RD STE 105 - PROVIDER TYPE: 20 - PHYSICIAN","3"
"1962206359","Maria Center Pharmacy","3"
"1982617858","Arlington Chiropractic Neurology Center","3"
"1982617858","Michael Combs, DC","3"
"1982617858","Cizombs Incorporated","4"
"1003587106","Montefiore Lawrence","5"
"1003587106","Motion SM Woodmere","5"
"1053452391","Great River Health-Mediapolis","3"
"1053452391","Mediapolis Clinic","3"
"1053938118","Mid-Delta Health Systems - DeWitt","3"
"1083258495","ST. CHRISTOPHER'S PEDIATRIC ASSOCIATES OPHTHALMOLOGY - E. ERIE AVENUE","3"
"1083450605","Roundtable Therapy","3"
"1164210993","Ohio County Healthcare Gastroenterology NP Group","3"
"1184570988","Simplicity Health Partners","3"
"1205551884","Mid-Delta Health Systems - Stuttgart","3"
"1245903152","Galveston Co - Texas City","3"
"1265103659","LifePath Behavioral Clinic","3"
"1326202870","LifePath Systems","3"
"1356166847","BrightStar Care Ponte Vedra/ W JAcksonville","3"
"1437961828","Ohio County Healthcare Gastroenterology","3"
"1447105614","BridgingLife Inc at Jefferson Blvd Frederick","5"
"1447123526","S&T URGENT CARE OF SIMI VALLEY","3"
"1457212326","Buffalo Senior Community Center","3"
"1457701989","Mercy Vascular Medicine Clinic","3"
"1457701989","MercyOne North Iowa Vascular Center","3"
"1477418218","Delaware Integrative Healthcare","3"
"1508614058","THINK RIGHT","3"
"1528955655","UCI Health Rehabilitation Hospital","3"
"1568006799","St. Christopher's Pediatric Associates Ophthalmology - Sewell","3"
"1578762308","AMR","3"
"1578762308","American Medical Response","3"
"1578762308","EagleMed","3"
"1649126434","Huggins Cardiology Services","3"
"1659573483","Great River Spine","3"
"1679354468","Lion Clinic","3"
"1679613723","Great River Clinic at Wapello","3"
"1699351999","Coram CVS/Specialty Infusion Services","3"
"1730126459","Orthopedic Surgeons","3"
"1740945336","Mid-Delta Health Systems - North","3"
"1780141887","Universal Therapy","3"
"1811754781","GEHA Fitness Center","3"
"1841786951","Family Planning of Southeast Iowa","3"
"1841969169","Mid-Delta Health Systems - Mobile Clinic","3"
"1871534792","Alton Family Medicine","3"
"1891649711","Roper St. Francis Physician Partners Primary Care","3"
"1902865082","Great River Surgeons","3"
"1942018353","Huggins Hospital Cancer Care & Infusion Center","3"
"1952026692","Gracepoint Pharmacy","3"
"1952026692","Ibis Pharmacy","5"
"1972459774","Arise Pharmacy LLC","3"
"1982437299","Hub City Lactation","3"
"1992478804","Galveston Co - Galveston","3"
"1992540264","Karen Hawk PsyD","3"
"1992540264","Resilience Counseling & Assessment, LLC","3"
"1033769849","Buena Vista Township Emergency Medical Services","5"
"1043102221","Greenheck Group Wellness Center","3"
"1063368777","Cardinal Health","3"
"1164218814","CleveMed","3"
"1194671800","Ohio County Villa Point Rehab","3"
"1275808750","Richard Garrett Lee","3"
"1295711281","NMMC Employee Pharmacy","3"
"1295711281","nmmc employee pharmacy","3"
"1306792106","INNERKIN COUNSELING","3"
"1316509185","Healthy Minds & Healing Hearts","3"
"1346284650","North Forrest Attendance Center","3"
"1386590008","Penn Highlands Mon Valley","3"
"1386590008","Penn Highlands Lung Center","5"
"1386832764","MercyOne Specialty Care","3"
"1427575091","Advantage Home Therapy LLC","4"
"1447936398","Compassionate Professional Counseling","3"
"1447936398","Reclaim13","3"
"1477442499","SIAMO HEALTH","3"
"1528927282","Apple Valley Health Center","3"
"1588379424","West Chiropractic","4"
"1609240894","Family Health Center","3"
"1609240894","High Plains Community Health Center Incorporated","5"
"1629287875","Mid-Delta Health Systems, Inc. Dental","5"
"1689212607","AMHS Forensics Central","3"
"1689212607","AMHS PACT Court","3"
"1700622404","Potter JHS School-Based Health Center","3"
"1740136456","Penn Highlands Mon Valley","3"
"1740136456","Penn Highlands Gynecology","5"
"1740729466","Nest Collaborative, INC","4"
"1760338479","UCHealth Medical Group","3"
"1760338479","UCHealth Dermatology Clinic - Longmont","5"
"1760581532","Infection Doctors","3"
"1780419036","Clarity Health KC","5"
"1801350640","Suncrest Hospice","3"
"1811648264","Interim Healthcare of El Paso","3"
"1851064844","Georgetown County","3"
"1851247662","Ohio County Villa Point NP Group","3"
"1912853755","UCHealth Medical Group","3"
"1932055779","UCHealth Medical Group","3"
"1932596350","High Plains Holly Clinic","3"
"1952290132","SIAMO HEALTH","3"
"1982756086","Fallbrook Family Health Center","3"
"1003600073","MyoAlign","3"
"1003600073","MyoSpace","3"
"1003600073","The MyoSpace","3"
"1003600073","The MyoSpace of Seattle","3"
"1003600073","The MyoSpace of Tacoma","3"
"1003600073","The MyoSpace of Seattle","4"
"1043166770","Healing hearts&souls homecare","3"
"1083589725","Prosperous Soul Inner Healing & Counseling Services, LLC","5"
"1114101425","Dr. Tewodros Gedamu & Associates","3"
"1386590024","Nomad Therapeutics","3"
"1407610124","Deborah Care","3"
"1467310086","SilverHeart Medical Group & Logistics","3"
"1518813245","Snake River Infusion & Wellness","3"
"1548141997","St. Christopher's Pediatric Associates Ophthalmology - Newtown Yardley","3"
"1548810401","Smart Skin Dermatology","3"
"1558227876","VN Pharmacy","3"
"1629924360","Rapha Counseling","3"
"1700678711","Play Thru It","3"
"1801926175","Specialtycare","3"
"1841490075","Full Circle Health","3"
"1841753829","Neugard Pharmacy & Surgical Supply","3"
"1861545113","MEDICINE MART","3"
"1861545113","Wall Drugs of Florence","3"
"1871449595","Penn Highlands Mon Valley","3"
"1871449595","Penn Highlands Endocrinology","5"
"1881442333","Embark Virtual at Montana","3"
"1891641536","Haskell Dental","3"
"1922954668","Everbloom AFH","3"
"1922954668","Everbloom Care Home","3"
"1952628653","Prestigious Hospice","3"
"1972287993","Deborah Care LLC","3"
"1972694990","JIM SAJBEL'S  PRESCRIPTION SHOP","3"
"1972694990","Prescription Shop","3"
"1003603622","Precision Sports & Wellness","3"
"1073469748","Caring Angels Home Help","3"
"1093199242","The Ready Care Clinic","3"
"1164477709","MNCOME, PA","5"
"1164769790","Hoosier Home Health","3"
"1174921316","Central Drug","3"
"1194313619","Prescryptive Pharmacy","3"
"1245978337","Prescryptive Health (Digital)","3"
"1326994088","Angelo Pharmacy","3"
"1356297022","Vital Path Family Medicine","3"
"1396691044","Sovah Family Medicine Market Square","3"
"1457207110","Affection Health Care","5"
"1457207110","DOT Modesto","5"
"1457207110","Send Clinic","5"
"1457207110","Send Slim","5"
"1457207110","Unity Pain Management","5"
"1467045039","Nana's Homemaker Companion","3"
"1588510234","Zapzzz","5"
"1619781309","8th State Physical Therapy","3"
"1669230108","Thrive","3"
"1679429336","Seven Homecare","3"
"1710678172","Prescryptive Health (Digital)","3"
"1790402600","REGIMEN PEDIATRIC HEALTHCARE","4"
"1790631455","Angelo Pharmacy","3"
"1902756737","Healing Path","3"
"1043622681","DoD TRAVIS ePhcy","3"
"1114353026","United Vein & Vascular Centers","3"
"1114353026","United Vein Centers","3"
"1134075807","ARK Primary Care","3"
"1134168263","Southeast Iowa Regional Medical Center","3"
"1134168263","Great River Medical Center","4"
"1154996411","Wapello Clinic","3"
"1154996411","Great River Medical Center","4"
"1184570855","Convergence Community Engagement Services","3"
"1194605113","Publix Pharmacy #1861","3"
"1285580951","Better Care Medical Transportation","3"
"1285716886","ENT & Allergy of New Orleans","3"
"1336095017","Breakthrough TMS, Inc.","3"
"1336095017","Breakthrough TMS","5"
"1376499046","Haven Care Clinic","3"
"1457733479","Andrey Melnikov PC","5"
"1477654127","Sunrise PACE","3"
"1497633804","BELIEVER IN SECOND CHANGE PA","3"
"1508431875","Southeast Iowa Regional Medical Center","3"
"1508431875","Great River Medical Center","4"
"1518531706","Southeast Iowa Regional Medical Center","3"
"1518854017","Lotus Light Counseling","3"
"1548623911","Revelation Hospice","3"
